molecule_smiles,n,errors,error_rate,pos_rate
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccncc2[N+](=O)[O-])n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccncn2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccsc2)n1,2,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cnc(OC)c(C(F)(F)F)c2)n1,3,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cn(CC)nc2C)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cn[nH]c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cnc(Br)c(C)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cnc(Cl)cc2C)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cnc(Cl)cc2Cl)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cnc(Cl)cn2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc(C)c(C(=O)OCC)s2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc(Cl)c3cc[nH]c3n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cccc3c(=O)cc(-c4nn[nH]n4)oc23)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ncnc(=O)[nH]2)n1,2,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nccc(-c3cccnc3)n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nccc3cccnc23)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ncccc2C=O)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nccnc2C(=O)OC)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nccnc2Cl)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ncco2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ncnc(Cl)c2Cl)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ncc(Cl)nc2Cl)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ncnc3[nH]cnc23)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ncnc3[nH]ncc23)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ncnc3c2ncn3C2CCCCO2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ncncc2C#N)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nnc(C)o2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nnc(Cl)cc2C)n1,2,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ncc(OC)cn2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ncc(Cl)c(Cl)n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc(Cl)ncc2C)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc3cc(Br)ccn3n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc(F)nc3nc[nH]c23)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc(NCc3ccc(F)cc3)ccc2[N+](=O)[O-])n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc3c(Br)cccc3s2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc3c(C)cccc3s2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc3c(s2)CCCC3)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc3c(s2)COCC3)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc3ccc(C#N)cc3s2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ncc(C(=O)OCC)[nH]2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc3ccc(Cl)cc3s2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc3cccc(Br)n3n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc3ccccc3o2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc3ccccc3s2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2nc3nc[nH]c3c(=O)[nH]2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccccc2-c2nnn[nH]2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)n1,2,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2c(O)ncnc2O)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc[nH]c(=O)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(F)cc(C(=O)OC)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(O)ccn2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(OC)c(OC)cc2C(=O)OC)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(OC)ccc2Cl)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(OC)ccn2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(OCC)ccn2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc[nH]n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(F)c(F)c(F)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(-c3cnco3)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(=O)n(C)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(Br)c(F)n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(Br)nc2OC)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(C#N)c(C(F)(F)F)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(F)c(F)cc2Br)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(Cl)nnc2Cl)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(C)cc2CO)n1,2,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(C)cc(Cl)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(-c3cccc(Br)c3)no2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(-c3ccccc3)[nH]n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(=O)[nH]c(=S)[nH]2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(C(=O)OC)ccn2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(C(C)(C)C)ccc2O)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(C)cc(F)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(Cl)nc(Cl)c2[N+](=O)[O-])n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(C)cnc2O)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(C)nn2C(C)C)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(CC)[nH]n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(CO)ccn2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(Cl)c(O)c(Cl)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cc(Cl)c([N+](=O)[O-])cc2C)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(C(C)=O)cc2F)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(C)nc2Cl)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cccc(OCc3ccccc3)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc3nccnc3c2)n1,2,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc3c(c2)COC3=O)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc3c(c2)OCO3)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc3c(c2)oc2ccccc23)n1,2,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc3c(cnn3C(=O)OC(C)(C)C)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc3cc(Br)ccc3c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc3cn[nH]c3c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc3nsnc3c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc3c(C)cc(=O)oc3c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cccc(Br)c2C)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cccc(C#N)n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cccc(C(=O)OC)n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cccc(C)c2Cl)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cccc(NC(C)=O)n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2cccc(OC(F)F)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc3c(c2)C(=O)CCC3)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc3[nH]c(=O)[nH]c3c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(CC3COC(=O)N3)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(F)cc2CO)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(Cl)c(C(=O)OC)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(Cl)c(C)n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(Cl)cc2C(=O)OC)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(F)c(C(F)(F)F)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(F)c(C)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(F)c(Cl)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(N3CCOCC3)c(F)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc([N+](=O)[O-])c(Br)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(O)cc2C)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(O)cc2Cl)n1,2,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(OC(F)F)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(OC)c(OC)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(OC)cc2Cl)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(=C)Cl)nc(Nc2ccc(Oc3ccnc(C(=O)NC)c3)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2nccc(OC)n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2ncccc2C(=O)OCC)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCC(C)S(C)=O)nc(Nc2ncnc(Cl)c2OC)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCCOCC=C)nc(Nc2ccc3c(c2)COC3=O)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2n[nH]cc2C#N)n1,3,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2n[nH]cc2C(=O)OCC)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nc(=O)[nH]cc2Br)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nc(C(=O)OCC)co2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nc(C(C)C)c(Br)s2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nc(C)c(C(=O)OCC)s2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nc(C)nc(OC)n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nc(CC(=O)OC)c(C)s2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nc3c(C)cccc3s2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nc3c(s2)CN(C(=O)OCc2ccccc2)CC3)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nc3c(s2)COCC3)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nc3ccc(OC)cc3s2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nc3ccccc3s2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nc3nc[nH]c3c(=O)[nH]2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2n[nH]c3ccc([N+](=O)[O-])cc23)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2n[nH]c3c(Cl)cc([N+](=O)[O-])cc23)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2cnc(OC)c(C(F)(F)F)c2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2cc(C)[nH]n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(NCc2nn(C)cc2C(F)F)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2[nH]c(=O)ncc2F)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2c(C#N)cnn2-c2ccccc2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2cc(=O)[nH]c(=O)[nH]2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2cc(C(=O)OCC)n[nH]2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2cc(C(C)(C)C)ccc2O)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2cc(C)sc2C(=O)OC)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2cn(CC)nc2C)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2cc(C3CC3)[nH]n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2ccc(C#C)cc2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2cccc(C#C)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2cccc(NC(C)=O)n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2cccc(S(=O)(=O)NC(C)(C)C)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nc[nH]n2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2ncc(C(=O)OCC)[nH]2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)NC(C)C)nc(Nc2nccc(=O)[nH]2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2ccno2)nc(NCCSC(C)=O)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2cccnc2)nc(NCC(C)S(=O)(=O)N2CCN(c3ccccc3)CC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2cccnc2)nc(Nc2cccc(NC(C)=O)n2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2ccn[nH]2)nc(NC[C@H]2C[C@H](c3nnc(C(C)C)[nH]3)C[C@H]2O)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2ccn[nH]2)nc(NCc2nnc(C(C)(C)C)s2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2ccn[nH]2)nc(Nc2cccc(NC(C)=O)n2)n1,2,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2ccno2)nc(NCC(C)N2CCC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2ccno2)nc(NCc2nnc(C(C)(C)C)s2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2ccccc2F)nc(Nc2nc3ccccc3c3c2ncn3CC(C)C)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2ccno2)nc(Nc2ccc(C(C)(C)C#N)cc2)n1,2,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2ccno2)nc(Nc2ccc3c(cnn3C(=O)OC(C)(C)C)c2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2ccno2)nc(Nc2cccc(C#C)c2)n1,1,0,0.0,0.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2ccno2)nc(Nc2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)n1,2,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2cnccn2)nc(NCC(C)(C)C(=O)N2CCCC2)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2cnccn2)nc(NCC(C)(C)CCC#N)n1,1,0,0.0,1.0
C#CC[C@@H](CC(=O)N[Dy])Nc1nc(NCCNC(=O)c2cccnc2)nc(NCC(=C)Cl)n1,1,0,0.0,0.0
